id,speed
0,47.70711898803711
1,47.881282806396484
2,39.109134674072266
3,24.944486618041992
4,38.93209457397461
5,25.040781021118164
6,17.987796783447266
7,49.091522216796875
8,48.19218444824219
9,35.302120208740234
10,30.693912506103516
11,26.918004989624023
12,25.47374153137207
13,26.637737274169922
14,24.049434661865234
15,39.77177810668945
16,44.28342056274414
17,44.73508834838867
18,49.42061233520508
19,49.947608947753906
20,46.78279113769531
21,46.10145950317383
22,16.05583953857422
23,26.188079833984375
24,23.229772567749023
25,18.899152755737305
26,18.881315231323242
27,19.640302658081055
28,16.90732192993164
29,12.708008766174316
30,21.10393524169922
31,44.41029739379883
32,49.20612335205078
33,28.482202529907227
34,23.152271270751953
35,21.48639678955078
36,18.854795455932617
37,17.217735290527344
38,42.277854919433594
39,39.357975006103516
40,40.9924201965332
41,46.96446228027344
42,49.00556182861328
43,42.15339279174805
44,23.155101776123047
45,22.143754959106445
46,19.163814544677734
47,14.995828628540039
48,39.80564880371094
49,49.46727752685547
50,49.26948547363281
51,15.319670677185059
52,22.786941528320312
53,20.834489822387695
54,20.508804321289062
55,17.266799926757812
56,9.659531593322754
57,9.542469024658203
58,20.757762908935547
59,35.8045654296875
60,40.98799133300781
61,42.18891143798828
62,37.89384460449219
63,40.81539535522461
64,41.51544952392578
65,47.833011627197266
66,47.38477325439453
67,45.78647232055664
68,41.91572570800781
69,28.484886169433594
70,22.60474395751953
71,20.653188705444336
72,18.930700302124023
73,16.918779373168945
74,16.440250396728516
75,7.578235149383545
76,35.32836151123047
77,33.25483703613281
78,37.00393295288086
79,46.45735168457031
80,17.7412166595459
81,18.898040771484375
82,22.043258666992188
83,18.767471313476562
84,14.915642738342285
85,12.996382713317871
86,24.061843872070312
87,40.569454193115234
88,44.21555709838867
89,39.98832321166992
90,47.634822845458984
91,47.62723159790039
92,46.29952621459961
93,44.9893684387207
94,29.401445388793945
95,16.88357162475586
96,20.51908302307129
97,14.326969146728516
98,11.618719100952148
99,20.259355545043945
100,39.299957275390625
101,47.25228500366211
102,15.542899131774902
103,14.459397315979004
104,13.827701568603516
105,40.80067443847656
106,32.666378021240234
107,48.77594757080078
108,44.822174072265625
109,11.018510818481445
110,12.976317405700684
111,14.555588722229004
112,25.16696548461914
113,35.567649841308594
114,46.16606140136719
115,48.636634826660156
116,48.67100524902344
117,41.18156051635742
118,30.055524826049805
119,24.23411750793457
120,21.507051467895508
121,19.3155460357666
122,33.660057067871094
123,47.16862106323242
124,47.485713958740234
125,39.86448669433594
126,40.88215637207031
127,38.5447998046875
128,44.60717010498047
129,35.288143157958984
130,49.56917953491211
131,47.19704055786133
132,46.83303451538086
133,30.200178146362305
134,23.61436653137207
135,26.692562103271484
136,39.833927154541016
137,46.41683578491211
138,50.5185546875
139,47.640907287597656
140,47.02984619140625
141,43.88715362548828
142,25.621095657348633
143,14.790584564208984
144,21.96426010131836
145,17.585817337036133
146,18.151166915893555
147,47.65616989135742
148,50.44840621948242
149,47.83154296875
150,47.84471893310547
151,15.730047225952148
152,15.509360313415527
153,14.873394012451172
154,9.64975643157959
155,22.97745132446289
156,37.013710021972656
157,43.658546447753906
158,40.934783935546875
159,45.05717468261719
160,48.558128356933594
161,49.855892181396484
162,48.752296447753906
163,47.708744049072266
164,44.95482635498047
165,25.847854614257812
166,15.01294231414795
167,19.476478576660156
168,18.76188087463379
169,18.340774536132812
170,11.258179664611816
171,10.652116775512695
172,45.79188919067383
173,48.6086540222168
174,44.916114807128906
175,27.853866577148438
176,18.693603515625
177,17.28704261779785
178,19.211503982543945
179,10.43940258026123
180,44.96802520751953
181,48.67979049682617
182,48.7535400390625
183,48.721649169921875
184,42.27555847167969
185,20.4327392578125
186,19.079792022705078
187,39.88486862182617
188,31.08945083618164
189,48.650238037109375
190,45.90186309814453
191,44.88298797607422
192,38.61557388305664
193,38.06681823730469
194,35.825828552246094
195,37.15996170043945
196,35.78245544433594
197,43.420440673828125
198,39.955535888671875
199,47.92379379272461
200,46.21269226074219
201,23.49782943725586
202,25.77647590637207
203,18.973793029785156
204,17.515241622924805
205,21.343921661376953
206,41.287452697753906
207,42.53070831298828
208,48.60055160522461
209,48.34376525878906
210,46.67325973510742
211,47.25054168701172
212,26.494081497192383
213,12.25897216796875
214,19.672338485717773
215,21.971446990966797
216,17.906221389770508
217,23.224767684936523
218,44.29195785522461
219,48.125606536865234
220,47.17573928833008
221,45.90401840209961
222,26.147377014160156
223,17.958730697631836
224,10.517247200012207
225,25.016996383666992
226,47.85713195800781
227,48.40123748779297
228,16.60834312438965
229,24.581392288208008
230,21.01180648803711
231,20.416486740112305
232,44.46653747558594
233,48.33401107788086
234,46.93640899658203
235,20.596620559692383
236,24.60400390625
237,20.746139526367188
238,23.24752426147461
239,44.225379943847656
240,37.073665618896484
241,39.78904342651367
242,49.476173400878906
243,49.435882568359375
244,48.2631950378418
245,48.25672149658203
246,29.138286590576172
247,22.972566604614258
248,21.6737117767334
249,22.663063049316406
250,21.63452911376953
251,30.65023422241211
252,42.75769805908203
253,33.3455810546875
254,34.912837982177734
255,47.091514587402344
256,47.34162139892578
257,46.29475021362305
258,42.8572883605957
259,40.4150390625
260,38.876564025878906
261,32.645870208740234
262,40.43159866333008
263,42.37493896484375
264,31.035430908203125
265,42.64221954345703
266,48.084312438964844
267,45.236000061035156
268,20.632930755615234
269,20.578855514526367
270,18.562219619750977
271,16.28390884399414
272,19.4550838470459
273,16.41288948059082
274,45.578922271728516
275,47.82147979736328
276,48.206417083740234
277,47.66997146606445
278,27.989700317382812
279,12.333821296691895
280,15.903548240661621
281,22.35016441345215
282,19.836912155151367
283,17.688148498535156
284,11.781010627746582
285,10.619990348815918
286,47.89918518066406
287,47.826271057128906
288,10.456836700439453
289,15.839083671569824
290,15.886689186096191
291,10.680595397949219
292,10.73438835144043
293,30.248580932617188
294,45.4685173034668
295,47.49434280395508
296,48.23403549194336
297,39.8286018371582
298,27.63504981994629
299,32.20298767089844
300,24.57073211669922
301,19.768293380737305
302,28.262754440307617
303,40.90083694458008
304,40.93723678588867
305,50.649593353271484
306,49.67875289916992
307,50.180362701416016
308,47.86017608642578
309,39.53317642211914
310,17.550134658813477
311,11.509912490844727
312,41.440940856933594
313,37.49159622192383
314,38.12728500366211
315,49.659420013427734
316,47.5171012878418
317,45.409793853759766
318,38.3151969909668
319,39.6797981262207
320,45.4169807434082
321,46.6197624206543
322,46.252967834472656
323,45.617557525634766
324,28.425779342651367
325,32.28964614868164
326,38.52854537963867
327,40.13965606689453
328,34.63692092895508
329,33.39150619506836
330,30.043292999267578
331,35.45762252807617
332,40.596248626708984
333,44.10922622680664
334,41.630821228027344
335,47.784053802490234
336,46.2414436340332
337,46.88014602661133
338,22.337419509887695
339,26.36170768737793
340,20.34113121032715
341,29.638219833374023
342,40.10823440551758
343,41.99380111694336
344,48.24714660644531
345,48.28160858154297
346,46.94289016723633
347,18.433696746826172
348,38.233245849609375
349,48.284690856933594
350,48.435298919677734
351,47.60626983642578
352,30.798709869384766
353,15.119365692138672
354,24.553504943847656
355,22.421085357666016
356,17.43931007385254
357,22.799118041992188
358,37.9114990234375
359,47.04490661621094
360,44.735313415527344
361,50.038516998291016
362,16.93519401550293
363,21.527250289916992
364,17.086212158203125
365,16.3858699798584
366,11.50959300994873
367,21.82587242126465
368,39.807952880859375
369,48.89900207519531
370,49.39071273803711
371,49.03091812133789
372,49.211421966552734
373,18.214345932006836
374,20.865480422973633
375,9.25046157836914
376,19.66731071472168
377,38.489097595214844
378,46.150718688964844
379,49.5435905456543
380,21.986339569091797
381,18.561113357543945
382,15.570560455322266
383,27.22613525390625
384,48.829063415527344
385,48.29216766357422
386,48.18680953979492
387,36.38370132446289
388,37.10056686401367
389,31.549283981323242
390,30.25675392150879
391,41.01285171508789
392,46.15721893310547
393,46.753196716308594
394,48.24064254760742
395,21.8596134185791
396,20.513885498046875
397,23.14394760131836
398,18.117406845092773
399,18.65970230102539
400,11.14968204498291
401,42.275634765625
402,36.355228424072266
403,48.653934478759766
404,47.57588195800781
405,45.139366149902344
406,35.29435348510742
407,19.584354400634766
